,course_title,subject,num_lectures,num_reviews,content_duration,price,hourly_price
2714,Instant harmonica - play Adele's wonderful 'Hello' today!,Musical Instruments,12,3,1.0,20,20.0
2715,Slap Bass For Beginners,Musical Instruments,25,3,1.5,50,33.333333333333336
2716,Horn Pro Series - You're going to love playing French Horn,Musical Instruments,61,3,8.0,50,6.25
2717,Clarinet Pro Series - Fall in love with the Clarinet,Musical Instruments,30,3,6.0,50,8.333333333333334
2718,"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",Musical Instruments,16,3,2.0,20,10.0
2719,Practical Guitar Theory: Level 1,Musical Instruments,41,3,1.5,60,40.0
2720,Instant harmonica - enjoy playing Silent Night tonight!,Musical Instruments,12,3,0.6333333333333333,40,63.15789473684211
2721,見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,Musical Instruments,48,3,2.0,20,10.0
2722,Aprende a tocar Música Cristiana en el piano y teclado,Musical Instruments,13,3,1.0,20,20.0
2723,Easy Guitar Songwriting And Harmony,Musical Instruments,62,3,3.5,20,5.714285714285714
2724,How to play easy tunes on the harmonica - just the basics,Musical Instruments,15,3,1.5,35,23.333333333333332
2725,Starting to play the blues on your harmonica in easy steps ,Musical Instruments,16,3,2.0,35,17.5
2726,Learn the Viola - Scales and Fundamentals,Musical Instruments,38,3,2.5,80,32.0
2727,Strumming the Guitar - 5 Lessons on Strum Patterns,Musical Instruments,10,3,0.6333333333333333,20,31.578947368421055
2728,Blues Guitar Lessons - Ragtime Blues Guitar,Musical Instruments,6,3,2.0,20,10.0
2729,Instant Harmonica – play Beethoven’s Ode to Joy right now!,Musical Instruments,11,3,1.0,20,20.0
2730,Piano With Willie: Jazz Kids - Vol 1,Musical Instruments,32,3,4.5,40,8.88888888888889
2731,Instant Harmonica - play the Drunken Sailor sea shanty now! ,Musical Instruments,9,3,0.6166666666666667,20,32.43243243243243
2732,Trumpet Lessons For Beginners,Musical Instruments,35,3,2.5,95,38.0
2733,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",Musical Instruments,31,3,0.7,30,42.85714285714286
2734,Pure Modal Magic: The Complete Guitar Modes Solution,Musical Instruments,18,3,2.0,50,25.0
2735,Wordpress Development : Create a Custom Wordpress Website,Web Development,13,3,1.5,120,80.0
2736,XML DTD :basics for beginners,Web Development,7,3,0.55,35,63.63636363636363
2737,Redirect Your Visitors By Country Easily -Wordpress Tutorial,Web Development,24,3,1.0,20,20.0
2738,Simplified Cross Browser Web Testing Using VirtualBox,Web Development,18,3,1.0,20,20.0
2739,How To Design A WordPress Website With No Coding At All,Web Development,42,3,3.5,25,7.142857142857143
2740,How to Buy Cheap Options - Options Trading Pricing Model,Business Finance,19,2,1.0,200,200.0
2741,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,Business Finance,17,2,1.0,125,125.0
2742,Leasing - A Comprehensive Study (Professional Course Level),Business Finance,22,2,3.5,20,5.714285714285714
2743,Forex Management - Detailed Study for CA / CS / CFA Exams,Business Finance,38,2,3.0,50,16.666666666666668
2744,Financial Statement Review 101:  How to Find Errors,Business Finance,15,2,2.0,30,15.0
2745,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),Business Finance,31,2,1.5,200,133.33333333333334
2746,Como hacer empresa en 10 sesiones prácticas,Business Finance,10,2,0.5,20,40.0
2747,FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,Business Finance,27,2,5.5,75,13.636363636363637
2748,Learn Options on Futures for Hedging Options and Stocks,Business Finance,6,2,0.7,60,85.71428571428572
2749,Harnessing the Power of Growth Stocks,Business Finance,7,2,2.0,50,25.0
2750,CFA Level I Workshop 2: Financial Reporting & Analysis I ,Business Finance,5,2,1.0,20,20.0
2751,Accounting 101-Master Class for Understanding Business,Business Finance,43,2,2.5,20,8.0
2752,"The True ' Secret Sauce  For Stock Market Success""",Business Finance,30,2,3.0,200,66.66666666666667
2753,Accounting Books of Accounts (College Level),Business Finance,18,2,1.5,20,13.333333333333334
2754,Visualizing Data,Business Finance,63,2,6.5,40,6.153846153846154
2755,What You Should Know to Become a Trader,Business Finance,14,2,1.5,125,83.33333333333333
2756,Cost Accounting Operating Costing(Professional Course Level),Business Finance,8,2,1.0,20,20.0
2757,Fund Flow Analysis for CA / CFA / CPA Exams,Business Finance,7,2,1.5,25,16.666666666666668
2758,Small Business Owners: Drive a Productive Business and Grow,Business Finance,15,2,3.0,20,6.666666666666667
2759,How to invest in Forex Trading & add an additional income,Business Finance,14,2,2.0,50,25.0
2760,3. Compound Interest ,Business Finance,21,2,2.0,20,10.0
2761,Strategy layout and Backtesting,Business Finance,24,2,4.0,200,50.0
2762,Financial Accounting Plus Excel and SAP Crash Course.,Business Finance,11,2,1.0,20,20.0
2763,Learn Bookkeeping From Scratch,Business Finance,21,2,3.0,20,6.666666666666667
2764,The Forex Pivot Points Trading Strategy,Business Finance,12,2,2.0,20,10.0
2765,Your Business by the Numbers,Business Finance,42,2,3.0,25,8.333333333333334
2766,Accounting and the Triple Bottom Line,Business Finance,19,2,0.55,30,54.54545454545454
2767,Financial Accounting - The Ultimate Beginner Course,Business Finance,101,2,10.0,100,10.0
2768,Level 1 2014 CFA® Program – Derivatives,Business Finance,17,2,2.5,40,16.0
2769,Year-end QuickBooks Procedures,Business Finance,10,2,2.0,20,10.0
2770,Price Action Gap Trading Strategies,Business Finance,5,2,1.0,20,20.0
2771,Basics of Private Equity,Business Finance,6,2,0.6666666666666666,60,90.0
2772,Day Trading: High ROI Day Trading ,Business Finance,51,2,6.5,150,23.076923076923077
2773,Flow Management and Forecasting,Business Finance,10,2,1.0,20,20.0
2774,Accounting Basics 101 for Understanding Business,Business Finance,18,2,1.0,20,20.0
2775,Mortgage Acceleration,Business Finance,17,2,1.5,20,13.333333333333334
2776,Trading Tips from Hedge Fund Manager,Business Finance,32,2,1.0,50,50.0
2777,Effective Debt Collection Strategies,Business Finance,16,2,1.5,40,26.666666666666668
2778,From 0 to 1: Bond Theory and Valuation,Business Finance,29,2,4.0,50,12.5
2779,Stock Market Mastery,Business Finance,25,2,7.5,20,2.6666666666666665
2780,CFA® Level 1 2014 – Financial Reporting and Analysis,Business Finance,102,2,10.0,50,5.0
2781,Advanced Options Trading Course,Business Finance,6,2,0.5333333333333333,40,75.0
2782,CFA® Level 1 2014 – Portfolio Management,Business Finance,10,2,2.0,40,20.0
2783,Media Training for Financial Service Professionals,Business Finance,64,2,7.0,20,2.857142857142857
2784,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,Business Finance,54,2,1.5,50,33.333333333333336
2785,How to Read Financial Statements,Business Finance,59,2,2.0,20,10.0
2786,Do Your Own Accounts,Business Finance,13,2,1.5,35,23.333333333333332
2787,Accounting for everyone! ,Business Finance,14,2,1.0,35,35.0
2788,Trading: How Transformative Learning Drives Expertise,Business Finance,16,2,1.0,30,30.0
2789,Manual Bookkeeping,Business Finance,26,2,2.5,20,8.0
2790,Financial Modelling in Excel Step by Step,Business Finance,17,2,1.5,20,13.333333333333334
2791,Straight From Business School: Create Financial Statements,Business Finance,5,2,1.0,20,20.0
2792,How To Pay Less Tax (UK version),Business Finance,98,2,0.5166666666666666,50,96.7741935483871
2793,Accounting for CA CPT Exams Part I,Business Finance,120,2,13.5,50,3.7037037037037037
2794,Accounting Concepts For Technocrats,Business Finance,35,2,2.5,20,8.0
2795,The Everyday Investor: Building Wealth with Venture Capital,Business Finance,12,2,2.5,20,8.0
2796,Simple Options Trading System,Business Finance,16,2,1.5,35,23.333333333333332
2797,"Term Loan Appraisal for bankers, credit analysts",Business Finance,28,2,6.5,20,3.076923076923077
2798,Accounting for School Students,Business Finance,12,2,1.5,30,20.0
2799,FOREX Currency Trading For Beginners,Business Finance,28,2,4.0,25,6.25
2800,15 Mandamientos para ganar dinero en Bolsa,Business Finance,49,2,8.5,20,2.3529411764705883
2801,Estrategias de Inversión aplicadas al mundo del trading,Business Finance,25,2,3.0,20,6.666666666666667
2802,Caza los Enormes Movimientos del Mercado,Business Finance,13,2,1.5,20,13.333333333333334
2803,Understanding The Stock Market: For Beginners,Business Finance,36,2,7.5,25,3.3333333333333335
2804,Accounting - Basic Costing ,Business Finance,37,2,3.5,40,11.428571428571429
2805,Breakeven Analysis and Pricing,Business Finance,10,2,1.0,20,20.0
2806,Tally ERP Complete Training in Urdu / Hindi,Business Finance,51,2,5.0,30,6.0
2807,Estrategias de trading en bolsa,Business Finance,14,2,2.0,25,12.5
2808,Illustrated Logo Design,Graphic Design,10,2,1.0,25,25.0
2809,Photoshop para iniciante - o básico,Graphic Design,20,2,3.0,30,10.0
2810,调色高级讲解,Graphic Design,8,2,1.0,200,200.0
2811,تصميم القوالب الدائرية بالفيغاس | Circular Templates Vegas,Graphic Design,9,2,0.6,20,33.333333333333336
2812,The Art of Icon Design: Create Custom Flat Icon Designs,Graphic Design,24,2,1.5,90,60.0
2813,Learn  After Effects and master 3d layers in after effects,Graphic Design,29,2,1.5,20,13.333333333333334
2814,Learn Photoshop Actions - Save time with repetitive tasks,Graphic Design,7,2,0.6166666666666667,25,40.54054054054054
2815,Most Wanted Flat Design Techniques #3: Office Space,Graphic Design,26,2,2.0,95,47.5
2816,Portrait Typography in Photoshop - Anyone can do Typography,Graphic Design,26,2,2.5,95,38.0
2817,Photoshop: Automatiza invitaciones con bloc de notas y Excel,Graphic Design,18,2,1.5,30,20.0
2818,Designing an eBook Cover that Sells,Graphic Design,18,2,2.0,20,10.0
2819,Finalize Production Files | Photoshop Illustrator InDesign,Graphic Design,30,2,1.0,50,50.0
2820,How to illustrate in Flash ,Graphic Design,17,2,2.0,20,10.0
2821,How to Make Your Own Children's Interactive eBook!,Graphic Design,17,2,1.5,95,63.333333333333336
2822,会声会影深度教学,Graphic Design,12,2,0.6,200,333.33333333333337
2823,Learn Logo Designing: 5 Types of Logo Designs in Illustrator,Graphic Design,19,2,3.0,30,10.0
2824,Fantasy map design,Graphic Design,18,2,2.5,30,12.0
2825,Learn Adobe InDesign from Scratch,Graphic Design,46,2,4.5,40,8.88888888888889
2826,Drawing for All Levels: How to Design Cartoon Women,Graphic Design,20,2,1.5,20,13.333333333333334
2827,誰でもわかる Adobe Illustrator CS6,Graphic Design,15,2,3.0,20,6.666666666666667
2828,Ribbon Lettering: From Sketch to Wordmark,Graphic Design,8,2,0.7166666666666667,40,55.81395348837209
2829,Adobe Illustrator Vectors For Hand Letterers,Graphic Design,9,2,0.6166666666666667,100,162.16216216216216
2830,Promotional Design Master Class,Graphic Design,26,2,2.0,50,25.0
2831,How To Sell Practically Anything: Professional Design Mockup,Graphic Design,19,2,2.5,50,20.0
2832,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,Graphic Design,29,2,4.5,20,4.444444444444445
2833,Podcast Cover Art | Design Like the Best,Graphic Design,7,2,1.0,20,20.0
2834,Learn Drawing and Painting a Landscape with Oil Colours,Graphic Design,20,2,2.0,20,10.0
2835,Enhance your chroma key with an animated Slides background,Graphic Design,9,2,1.0,25,25.0
2836,"How to Fix Common Branding Mistakes, for Graphic Designers",Graphic Design,9,2,1.5,35,23.333333333333332
2837,Step by Step Gif animation in Photoshop,Graphic Design,17,2,1.0,20,20.0
2838,Learn to Composite a 2D Action Shot in Photoshop,Graphic Design,8,2,1.5,20,13.333333333333334
2839,Music Fundamentals: Learn Beatmaking with Pen Tapping,Musical Instruments,22,2,2.0,200,100.0
2840,The Piano Chord Ladder | Learn to Play Thousands of Songs,Musical Instruments,11,2,1.0,100,100.0
2841,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,Musical Instruments,26,2,0.6333333333333333,60,94.73684210526316
2842,The Circle of Fifths for Guitarists,Musical Instruments,5,2,1.5,50,33.333333333333336
2843,Learn all Piano Chords in all Piano Scales with logic,Musical Instruments,17,2,1.0,45,45.0
2844,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,Musical Instruments,25,2,1.0,65,65.0
2845,Beginner Level Popular Piano Program - Month 1,Musical Instruments,13,2,1.0,30,30.0
2846,Piano Lessons for the R&B Fan,Musical Instruments,64,2,8.0,20,2.5
2847,How To Build A Professional Djembe: Create Music Beauty &Biz,Musical Instruments,29,2,1.5,40,26.666666666666668
2848,Didgeridoo - from zero to HERO! Part Two. Intermediate.,Musical Instruments,30,2,2.0,35,17.5
2849,Instant Harmonica - play Somewhere Over the Rainbow now!,Musical Instruments,11,2,1.0,40,40.0
2850,Ukulele 2 : Level 1 KEY OF C AND STRUMS,Musical Instruments,26,2,1.0,20,20.0
2851,Bluegrass Guitar Essentials: Webisodes 3 & 4,Musical Instruments,13,2,2.0,30,15.0
2852,Blues Master - Advanced Techniques Piano Course,Musical Instruments,14,2,1.0,75,75.0
2853,Bluegrass Guitar Essentials: Webisodes 5 & 6,Musical Instruments,16,2,3.0,30,10.0
2854,Trombone Lessons For Beginners,Musical Instruments,34,2,3.0,95,31.666666666666668
2855,Advanced Trombone Studies - Learn to Master the Trombone!,Musical Instruments,136,2,8.0,50,6.25
2856,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",Musical Instruments,61,2,2.5,50,20.0
2857,Piano for Kids: Developing Your Child's Creative Abilities,Musical Instruments,37,2,4.0,65,16.25
2858,Piano Lessons For The Hip Hop Fan,Musical Instruments,62,2,5.5,20,3.6363636363636362
2859,Curso de Bateria - Explorando Diferentes Divisões,Musical Instruments,19,2,2.0,55,27.5
2860,Aprende a tocar flauta transversal sin complicaciones,Musical Instruments,23,2,3.0,50,16.666666666666668
2861,"Aprende a tocar percusiones: congas, bongós, maracas y más",Musical Instruments,71,2,3.5,50,14.285714285714286
2862,Gitarre spielen - mein schönstes Hobby,Musical Instruments,183,2,2.0,20,10.0
2863,Instant Harmonica - play the great Irish tune Molly Malone!,Musical Instruments,13,2,1.0,20,20.0
2864,The Fun and Effective Piano Course,Musical Instruments,38,2,3.5,30,8.571428571428571
2865,Aprendiendo Piano: Tocando piezas populares Vol.II,Musical Instruments,24,2,1.5,100,66.66666666666667
2866,Comment jouer du Pianoforte,Musical Instruments,41,2,3.0,100,33.333333333333336
2867,ABC DO VIOLÃO E GUITARRA,Musical Instruments,30,2,2.5,85,34.0
2868,Aprende todos los secretos de la guitarra flamenca,Musical Instruments,23,2,3.5,50,14.285714285714286
2869,Aprende cómo tocar el Bajo Sexto,Musical Instruments,17,2,3.0,50,16.666666666666668
2870,"Learn Piano with Beyer, 15 Minutes Challenge",Musical Instruments,30,2,3.0,65,21.666666666666668
2871,"Classical Guitar Master Class: 'Alman  """,Musical Instruments,34,2,2.0,195,97.5
2872,Rhythm to Rock Drum Lessons,Musical Instruments,7,2,1.0,20,20.0
2873,Learning Electric Guitar for Absolute Beginners,Musical Instruments,12,2,1.5,35,23.333333333333332
2874,Beginner Guitar Essentials,Musical Instruments,45,2,4.5,95,21.11111111111111
2875,Instant Harmonica - play this classic GAME OF THRONES theme!,Musical Instruments,13,2,1.0,40,40.0
2876,Traditional-Style Electric Blues Guitar For Beginners,Musical Instruments,36,2,3.0,25,8.333333333333334
2877,Guitar Strumming 101 - Have More Fun Playing Songs You Love,Musical Instruments,16,2,1.0,50,50.0
2878,TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,Musical Instruments,43,2,4.5,30,6.666666666666667
2879,Guitar Lessons - Two Handed Tapping Essentials,Musical Instruments,11,2,1.5,35,23.333333333333332
2880,Euphonium Pro Series - Fall in love with the Euphonium,Musical Instruments,40,2,7.5,50,6.666666666666667
2881,Aprende escalas y arpegios  Vol. I: Modo mayor,Musical Instruments,30,2,1.5,50,33.333333333333336
2882,Tin Whistle Básico,Musical Instruments,53,2,1.5,20,13.333333333333334
2883,Castañuelas por Sevillanas - Curso del toque de castañuelas,Musical Instruments,17,2,0.7166666666666667,40,55.81395348837209
2884,Rhythm to Rock Drum Lessons 2,Musical Instruments,11,2,1.0,20,20.0
2885,Rhythm to Rock Drum Lessons 3,Musical Instruments,12,2,1.0,20,20.0
2886,Killer Harmonica sounds using the tongue and bending notes ,Musical Instruments,16,2,2.0,35,17.5
2887,Instant Harmonica - play Dylan's Like a Rolling Stone now!,Musical Instruments,11,2,1.5,40,26.666666666666668
2888,Instant Harmonica - play 12 bar blues Big Walter style now!,Musical Instruments,14,2,1.0,40,40.0
2889,Beginner Guitar Method,Musical Instruments,23,2,4.0,200,50.0
2890,Instant Harmonica - play Summertime + Drunken Sailor now!,Musical Instruments,20,2,1.5,40,26.666666666666668
2891,Add Slide To Your Guitar Playing,Musical Instruments,27,2,0.7333333333333333,20,27.272727272727273
2892,Piano With Willie: Piano Chords Vol. 2,Musical Instruments,11,2,1.5,40,26.666666666666668
2893,Drum Lessons For Beginners,Musical Instruments,17,2,1.5,50,33.333333333333336
2894,Play tunes on harmonica and learn how to bend some notes,Musical Instruments,16,2,2.0,35,17.5
2895,"Learn Guitar The Easy Way, It's Faster",Musical Instruments,16,2,4.5,25,5.555555555555555
2896,Aprende a tocar la trompeta,Musical Instruments,30,2,3.0,50,16.666666666666668
2897,The Complete Wordpress Theme Development Guide,Web Development,19,2,2.0,25,12.5
2898,XQUERY :basics for beginners,Web Development,6,2,0.6333333333333333,40,63.15789473684211
2899,Byte-Sized-Chunks: Closures in Javascript,Web Development,12,2,2.0,20,10.0
2900,Learning Path: Web Applications with Spring and Angular,Web Development,33,2,4.0,200,50.0
2901,Advance Unix : File Processing: AWK | GREP | VIM,Web Development,12,2,1.0,20,20.0
2902,Cakephp:Creating a CRUD application,Web Development,7,2,0.5166666666666666,40,77.41935483870968
2903,Essentials of Spring 5.0 for Developers,Web Development,21,2,1.5,125,83.33333333333333
2904,Practical Accounts APP Overview,Business Finance,14,1,3.0,20,6.666666666666667
2905,Quantitative Aptitude for Banking & Competitive Examinations,Business Finance,42,1,3.0,50,16.666666666666668
2906,Building Financial Statements in Excel,Business Finance,18,1,1.0,35,35.0
2907,Read financial statements like a pro,Business Finance,38,1,4.0,50,12.5
2908,10 Numbers Every Business Owner Should Know,Business Finance,9,1,1.0,20,20.0
2909,Learn How To Trade Gold In 2017,Business Finance,16,1,1.0,200,200.0
2910,Forex Trading: The High ROI Forex Trading End of Day Course,Business Finance,19,1,2.5,125,50.0
2911,Fundraise the Simplified Way: A Crowdfunding Blueprint,Business Finance,19,1,1.0,35,35.0
2912,Case Studies in Macro Economics,Business Finance,22,1,4.0,50,12.5
2913,"Forex trading tactics, that work!",Business Finance,5,1,0.6,20,33.333333333333336
2914,Professional Risk Manager (PRM) Certification: Level 2,Business Finance,55,1,7.5,50,6.666666666666667
2915,Bookkeeping made simple,Business Finance,19,1,1.0,30,30.0
2916,ChalkTalk: Financial Accounting,Business Finance,108,1,3.5,20,5.714285714285714
2917,How to trade options,Business Finance,9,1,0.7166666666666667,45,62.7906976744186
2918,Financial Statement Fundamentals for Small Biz & Investors,Business Finance,61,1,3.0,30,10.0
2919,"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports",Business Finance,9,1,2.0,50,25.0
2920,Learn Financial Accounting Different,Business Finance,58,1,6.0,20,3.3333333333333335
2921,Financial Reporting A Comprehensive Study,Business Finance,72,1,8.0,50,6.25
2922,2 Easy Steps To Investment And Avoiding Traps,Business Finance,20,1,1.0,20,20.0
2923,How to Obtain a Business Loan,Business Finance,12,1,0.5666666666666667,20,35.294117647058826
2924,Advanced Technical Analysis PART1!,Business Finance,19,1,3.0,100,33.333333333333336
2925,System of Asset Management for Professionals (SAMP),Business Finance,8,1,1.0,50,50.0
2926,Numbers for the  Business Plan,Business Finance,12,1,1.5,20,13.333333333333334
2927,Dash Crypto Currency Technical and Trading Overview Bootcamp,Business Finance,14,1,1.0,20,20.0
2928,4. Ordinary Simple Annuities: The Basics,Business Finance,17,1,1.5,20,13.333333333333334
2929,Level 1 2014 CFA® Program – Corporate Finance,Business Finance,18,1,3.0,40,13.333333333333334
2930,8. Amortization Schedules,Business Finance,5,1,1.0,20,20.0
2931,Five steps to becoming a winner in stock investing,Business Finance,28,1,3.0,20,6.666666666666667
2932,ACCA MA1 Management Information,Business Finance,48,1,3.5,50,14.285714285714286
2933,Introduction to Bitcoin for Beginners,Business Finance,7,1,0.5666666666666667,20,35.294117647058826
2934,Bookkeeping Systems,Business Finance,9,1,1.0,20,20.0
2935,Precious Metal Equities,Business Finance,8,1,1.0,20,20.0
2936,Start Now: A Rescue Plan for Retirement Late Savers,Business Finance,15,1,0.65,150,230.76923076923077
2937,Eu Funding: Module 2 - Introduction to Horizon 2020,Business Finance,6,1,1.0,20,20.0
2938,An Introduction to Financial Markets on Wall Street,Business Finance,29,1,2.0,30,15.0
2939,Win 90% of Trades; Quantitative Investments Models in Excel,Business Finance,16,1,1.5,200,133.33333333333334
2940,Forex - Trade Gartley with Precision - Complete Strategy,Business Finance,23,1,1.5,20,13.333333333333334
2941,MQL5 - Beginner To Expert,Business Finance,16,1,1.5,45,30.0
2942,"CFA Level I Workshop 5: Corp Finance, Quants II & Derivative",Business Finance,5,1,1.0,20,20.0
2943,Wealth Management,Business Finance,21,1,3.5,30,8.571428571428571
2944,CFA Corporate Finance Level 1 (Part 1),Business Finance,107,1,14.5,180,12.413793103448276
2945,Introduction to Financial Statements,Business Finance,14,1,1.5,40,26.666666666666668
2946,Advanced Butterfly Spreads for Options Income Strategies,Business Finance,8,1,1.0,60,60.0
2947,Succeed at Options Even If You Don't Know Where to Start,Business Finance,12,1,1.5,200,133.33333333333334
2948,"Buying, Selling, and Storing Precious Metal",Business Finance,14,1,1.0,20,20.0
2949,Analysis and Evaluation of Economic Feasibility of Projects,Business Finance,8,1,1.0,100,100.0
2950,Stock Trading: Insider Tips For Determining Market Direction,Business Finance,11,1,1.0,95,95.0
2951,TopTrader Academy - Complete Options Course,Business Finance,11,1,3.0,150,50.0
2952,Cómo usar Metatrader 4 para hacer trading?,Business Finance,25,1,6.0,20,3.3333333333333335
2953,Aprende a llevar la contabilidad de forma informatizada,Business Finance,27,1,4.5,25,5.555555555555555
2954,Psicología del trading,Business Finance,6,1,0.6,20,33.333333333333336
2955,La costruzione del budget di una proposta comunitaria,Business Finance,5,1,1.0,50,50.0
2956,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",Business Finance,33,1,6.0,60,10.0
2957,International Trade and New Geographic Economy,Business Finance,6,1,0.5333333333333333,20,37.5
2958,2. Principles of Simple Interest - advanced problems,Business Finance,12,1,1.5,20,13.333333333333334
2959,School of Raising Capital: Agile Financial Modeling,Business Finance,11,1,1.5,20,13.333333333333334
2960,CFA® Level 1 2014 – Alternative Investments,Business Finance,13,1,2.0,30,15.0
2961,Law Matters,Business Finance,12,1,0.45,20,44.44444444444444
2962,Sell like a Pro: Insider Secrets of Successful Selling!,Business Finance,25,1,2.5,115,46.0
2963,Basic Technical Analysis,Business Finance,27,1,2.5,50,20.0
2964,"CFA Level I Workshop 6: Alternatives, PM and Economics ",Business Finance,5,1,1.0,20,20.0
2965,CFA Level I Workshop 3: Financial Reporting & Analysis II,Business Finance,5,1,1.0,20,20.0
2966,Technical Charting,Business Finance,6,1,1.0,20,20.0
2967,Learn Financial Modeling from Scratch - Part 2,Business Finance,27,1,3.5,50,14.285714285714286
2968,"'Geometry Of Chance strategy of defeating the roulette.""",Business Finance,10,1,1.5,30,20.0
2969,Contabilità Generale,Business Finance,40,1,8.5,200,23.529411764705884
2970,Le basi del trading online,Business Finance,27,1,3.5,45,12.857142857142858
2971,Introduction to Health Financing,Business Finance,17,1,2.0,85,42.5
2972,9. Sinking Funds,Business Finance,5,1,1.0,20,20.0
2973,"Double Your Salary With Free, Local, Job Training Courses",Business Finance,8,1,1.0,20,20.0
2974,Understanding Financial Derivatives,Business Finance,11,1,2.0,20,10.0
2975,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",Business Finance,12,1,1.0,35,35.0
2976,"Depreciation, Amortization and Depletion",Business Finance,13,1,1.0,25,25.0
2977,Cost Accounting Labour Costing (Professional Course Level),Business Finance,24,1,2.0,20,10.0
2978,Complete Short Financial Ratio Course for Financial Analysis,Business Finance,56,1,3.0,200,66.66666666666667
2979,Accounting 102: Guide to Business Accounting,Business Finance,27,1,8.5,50,5.882352941176471
2980,Accounting for Depreciation (Collage Level),Business Finance,14,1,1.0,20,20.0
2981,Illustrative Surface Patterns Design : From Life To Products,Graphic Design,14,1,1.0,40,40.0
2982,CORSO COMPLETO DI E-ON VUE X-STREAM PER TUTTI,Graphic Design,20,1,3.5,70,20.0
2983,超基礎！超入門！〜作りながら学ぶ。完全無料3DCGソフトBlender〜,Graphic Design,43,1,5.5,80,14.545454545454545
2984,Infodesign,Graphic Design,12,1,1.5,50,33.333333333333336
2985,Affinity Designer - tworzenie wzorków,Graphic Design,11,1,1.5,20,13.333333333333334
2986,Photoshop: Creando efectos de luz,Graphic Design,9,1,1.5,20,13.333333333333334
2987,Nuke X: Aprende composición digital,Graphic Design,21,1,2.5,35,14.0
2988,Photoshop: Creando elemental de agua,Graphic Design,5,1,0.6166666666666667,20,32.43243243243243
2989,دورة شامل لبرنامج إلستريتور للمبتدئين - Adobe illustrator CC,Graphic Design,24,1,4.5,30,6.666666666666667
2990,8 Stunden professionelles Cinema 4D Training,Graphic Design,38,1,8.5,50,5.882352941176471
2991,Master Terrazzo: Creating Vector Tiles with Adobe Illustrati,Graphic Design,11,1,1.0,20,20.0
2992,Paint atmospheric sunset with soft pastel!,Graphic Design,5,1,0.6166666666666667,20,32.43243243243243
2993,Earn and Learn to create Logo designs in Illustrator quickly,Graphic Design,7,1,1.0,50,50.0
2994,Create your own Photoshop brush preset!,Graphic Design,8,1,0.6166666666666667,20,32.43243243243243
2995,Make Logo design pay with illustrator in less than a day,Graphic Design,20,1,4.0,50,12.5
2996,Learn Mobile App Design in Photoshop,Graphic Design,13,1,1.5,20,13.333333333333334
2997,Mastering Text Animation in After Effect,Graphic Design,9,1,1.0,20,20.0
2998,How to Design A 2D Character in Illustrator,Graphic Design,9,1,1.0,20,20.0
2999,Beginner's Guide to Book Cover Designing.,Graphic Design,11,1,1.0,25,25.0
3000,Converting Type to Outlines in Adobe InDesign,Graphic Design,12,1,0.6333333333333333,20,31.578947368421055
3001,7 Secrets To Designing In Black and White,Graphic Design,12,1,1.5,100,66.66666666666667
3002,Drawing and paint  hot girl with photoshop,Graphic Design,11,1,1.5,35,23.333333333333332
3003,Aula de Photoshop - Aprenda como recortar imagens,Graphic Design,14,1,2.0,65,32.5
3004,Learn to code in Python and learn Adobe Photoshop today!,Graphic Design,29,1,2.0,50,25.0
3005,"Learn Calligraphy, Handwriting animation wz After Effects",Graphic Design,18,1,2.5,40,16.0
3006,Course Bundle | Exploring Art : Silhouette & Linear Line Art,Graphic Design,15,1,1.0,80,80.0
3007,Making Killer Images in Photoshop that WOW Clients!,Graphic Design,26,1,5.0,95,19.0
3008,Learn Photo Manipulation - Build 3 projects,Graphic Design,18,1,2.5,40,16.0
3009,Zombie Apocalypse Photoshop Actions,Graphic Design,15,1,1.5,50,33.333333333333336
3010,How do I Create a Stylized Graphics from Images in Photoshop,Graphic Design,12,1,1.0,50,50.0
3011,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,Graphic Design,26,1,1.0,20,20.0
3012,Adobe Illustrator CC Advanced,Graphic Design,27,1,1.5,30,20.0
3013,Silhouettes that Sells,Graphic Design,13,1,1.0,25,25.0
3014,Classical Guitar Essentials - The Basics Part 2,Musical Instruments,44,1,4.5,95,21.11111111111111
3015,#12 Hand Coordination: Let your Hands dance with Ballad 9,Musical Instruments,47,1,1.5,75,50.0
3016,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,Musical Instruments,41,1,1.0,75,75.0
3017,Trumpet Pro Series - You're going to love practicing Trumpet,Musical Instruments,25,1,6.0,50,8.333333333333334
